"Fecha";"Usuario"
"2018-01-01 08:01:04";"rpelege1"
"2018-01-01 08:14:03";"amolins"
"2018-01-01 08:52:08";"mmunozt9"
"2018-01-01 09:21:09";"amolins"
"2018-01-01 09:53:11";"rpelege1"
"2018-01-01 11:58:27";"amolins"
"2018-01-01 12:09:53";"mbarriga"
"2018-01-01 12:20:02";"rpelege1"
"2018-01-01 12:44:38";"oespino6"
"2018-01-01 12:53:01";"BACKOFFICEVF"
"2018-01-01 13:13:37";"mmunozt9"
"2018-01-01 13:50:15";"rpelege1"
"2018-01-01 14:01:39";"mmunozt9"
"2018-01-01 14:35:55";"mmateup2"
"2018-01-01 15:27:46";"mmunozt9"
"2018-01-01 15:30:22";"mmunozt9"
"2018-01-01 15:35:59";"mmunozt9"
"2018-01-01 16:23:11";"oespino6"
"2018-01-01 16:25:51";"mmateup2"
"2018-01-01 16:40:06";"mmunozt9"
"2018-01-01 16:40:56";"mmunozt9"
"2018-01-01 16:46:24";"rpelege1"
"2018-01-01 16:51:09";"oespino6"
"2018-01-01 17:52:22";"mmunozt9"
"2018-01-01 18:05:48";"mmunozt9"
"2018-01-01 18:17:13";"mmunozt9"
"2018-01-01 18:20:28";"92395"
"2018-01-01 18:45:59";"mmateup2"
"2018-01-01 19:02:13";"houladh"
"2018-01-01 19:50:51";"mmunozt9"
"2018-01-01 19:51:33";"mmunozt9"
"2018-01-01 20:09:27";"mmateup2"
"2018-01-01 20:57:21";"mmunozt9"
"2018-01-02 07:40:48";"fsanchi2"
"2018-01-02 07:53:56";"sarroyo9"
"2018-01-02 08:02:43";"92496"
"2018-01-02 08:04:35";"aceldaa"
"2018-01-02 08:04:35";"mmunozt9"
"2018-01-02 08:08:08";"92210"
"2018-01-02 08:09:11";"bigualt1"
"2018-01-02 08:12:31";"rsardin1"
"2018-01-02 08:19:39";"ajherna2"
"2018-01-02 08:26:24";"sggonzah"
"2018-01-02 08:30:51";"gizquie5"
"2018-01-02 08:33:27";"erubiog6"
"2018-01-02 08:34:38";"92392"
"2018-01-02 08:37:54";"mhuelam2"
"2018-01-02 08:47:17";"mmunozt9"
"2018-01-02 08:54:33";"mmunozt9"
"2018-01-02 08:59:38";"92268"
"2018-01-02 09:07:43";"mmunozt9"
"2018-01-02 09:09:36";"cperteg2"
"2018-01-02 09:15:09";"sgbaena2"
"2018-01-02 09:25:54";"ajherna2"
"2018-01-02 09:27:06";"mmunozt9"
"2018-01-02 09:27:12";"fsanchi2"
"2018-01-02 09:29:13";"92490"
"2018-01-02 09:32:51";"rsardin1"
"2018-01-02 09:36:13";"acarmen4"
"2018-01-02 09:37:02";"gizquie5"
"2018-01-02 09:51:34";"dmurillb"
"2018-01-02 09:57:53";"amolins"
"2018-01-02 10:10:04";"oespino6"
"2018-01-02 10:25:26";"mmunozt9"
"2018-01-02 10:28:35";"oespino6"
"2018-01-02 10:32:11";"92496"
"2018-01-02 10:34:01";"mmunozt9"
"2018-01-02 10:41:30";"mfvicen2"
"2018-01-02 10:44:26";"mmunozt9"
"2018-01-02 10:45:38";"gizquie5"
"2018-01-02 10:46:18";"mtorcid2"
"2018-01-02 10:46:37";"lhdiaz1a"
"2018-01-02 10:50:02";"ajherna2"
"2018-01-02 10:57:41";"mmunozt9"
"2018-01-02 10:57:57";"amolins"
"2018-01-02 11:01:07";"sgbaena2"
"2018-01-02 11:01:43";"oespino6"
"2018-01-02 11:02:14";"lruizbe"
"2018-01-02 11:08:01";"mbarriga"
"2018-01-02 11:22:06";"rpelege1"
"2018-01-02 11:34:04";"rsardin1"
"2018-01-02 11:41:00";"cperteg2"
"2018-01-02 11:47:23";"lhdiaz1a"
"2018-01-02 11:50:33";"92490"
"2018-01-02 11:52:26";"mmunozt9"
"2018-01-02 11:52:54";"gizquie5"
"2018-01-02 11:52:57";"mfvicen2"
"2018-01-02 11:53:15";"mmunozt9"
"2018-01-02 12:00:11";"mmunozt9"
"2018-01-02 12:03:41";"amolins"
"2018-01-02 12:05:17";"emunozd4"
"2018-01-02 12:10:11";"mibanezr"
"2018-01-02 12:20:00";"92280"
"2018-01-02 12:35:10";"sgbaena2"
"2018-01-02 12:45:37";"BACKOFFICEVF"
