"Fecha";"Usuario";"Agencia"
"2018-05-07 06:17:37";"cperteg2";
"2018-05-07 06:40:41";"amolins";
"2018-05-07 07:08:59";"rsardin1";
"2018-05-07 07:18:39";"bigualt1";
"2018-05-07 07:31:04";"mmunozt9";
"2018-05-07 07:38:49";"mmunozt9";
"2018-05-07 07:50:33";"mmunozt9";
"2018-05-07 07:54:50";"mmunozt9";
"2018-05-07 07:56:37";"cperteg2";
"2018-05-07 07:59:09";"amolins";
"2018-05-07 07:59:58";"bigualt1";
"2018-05-07 08:05:17";"mmunozt9";
"2018-05-07 08:06:02";"92496";
"2018-05-07 08:32:16";"bigualt1";
"2018-05-07 08:40:36";"mmunozt9";
"2018-05-07 08:42:33";"rsardin1";
"2018-05-07 09:09:39";"amolins";
"2018-05-07 09:39:02";"mmunozt9";
"2018-05-07 09:44:08";"mmunozt9";
"2018-05-07 09:44:25";"oespino6";
"2018-05-07 09:57:45";"bigualt1";
"2018-05-07 10:18:41";"amolins";
"2018-05-07 10:19:01";"92393";
"2018-05-07 10:20:48";"92393";
"2018-05-07 10:21:31";"92393";
"2018-05-07 10:24:43";"92385";
"2018-05-07 10:24:59";"92385";
"2018-05-07 10:29:18";"92385";
"2018-05-07 10:36:58";"BACKOFFICEVF";
"2018-05-07 10:48:57";"rsardin1";
"2018-05-07 10:52:32";"mmunozt9";
"2018-05-07 10:55:14";"mmunozt9";
"2018-05-07 11:00:47";"mmunozt9";
"2018-05-07 11:34:27";"amolins";
"2018-05-07 11:46:39";"92496";
"2018-05-07 11:48:29";"cperteg2";
"2018-05-07 11:54:06";"bigualt1";
"2018-05-07 11:57:42";"mmunozt9";
"2018-05-07 12:00:14";"oespino6";
"2018-05-07 12:15:03";"cperteg2";
"2018-05-07 12:18:10";"mmunozt9";
"2018-05-07 12:24:23";"mmunozt9";
"2018-05-07 12:50:47";"amolins";
"2018-05-07 13:00:10";"mgomezaw";
"2018-05-07 13:04:57";"mmunozt9";
"2018-05-07 13:09:42";"mhuelam2";
"2018-05-07 13:19:06";"mmunozt9";
"2018-05-07 13:24:21";"mmunozt9";
"2018-05-07 13:30:43";"mmateup2";
"2018-05-07 13:38:58";"mhuelam2";
"2018-05-07 13:55:07";"mmunozt9";
"2018-05-07 13:58:27";"mnortes1";
"2018-05-07 14:01:10";"mmateup2";
"2018-05-07 14:07:54";"mmunozt9";
"2018-05-07 14:10:16";"92337";
"2018-05-07 14:10:16";"mhuelam2";
"2018-05-07 14:16:09";"mmunozt9";
"2018-05-07 14:17:00";"92394";
"2018-05-07 14:25:32";"oespino6";
"2018-05-07 14:37:02";"mgomezaw";
"2018-05-07 14:39:29";"mhuelam2";
"2018-05-07 15:16:16";"mmateup2";
"2018-05-07 15:20:05";"mnortes1";
"2018-05-07 15:26:33";"mhuelam2";
"2018-05-07 15:34:34";"admin";
"2018-05-07 15:44:07";"mmateup2";
"2018-05-07 15:45:52";"mmunozt9";
"2018-05-07 15:50:10";"92324";
"2018-05-07 15:54:43";"92337";
"2018-05-07 15:56:20";"rpelege1";
"2018-05-07 16:30:20";"oespino6";
"2018-05-07 16:34:55";"mmunozt9";
"2018-05-07 16:53:34";"mgomezaw";
"2018-05-07 17:25:06";"rpelege1";
"2018-05-07 17:25:38";"mhuelam2";
"2018-05-07 17:46:38";"mmunozt9";
"2018-05-07 17:55:17";"mmateup2";
"2018-05-07 18:34:48";"mnortes1";
"2018-05-07 18:38:58";"rpelege1";
"2018-05-07 18:41:43";"jgmoya1b";
"2018-05-07 18:57:44";"mmateup2";
"2018-05-07 19:08:29";"rmunozrb";
"2018-05-07 19:16:27";"92337";
"2018-05-07 19:18:16";"mmunozt9";
"2018-05-07 19:49:24";"mnortes1";
