"Fecha";"Usuario"
"2018-02-18 08:04:25";"92246"
"2018-02-18 08:08:00";"92280"
"2018-02-18 08:25:20";"mmunozt9"
"2018-02-18 08:35:00";"mmunozt9"
"2018-02-18 10:55:28";"mmunozt9"
"2018-02-18 13:11:35";"mmunozt9"
"2018-02-18 13:47:47";"jruizmas"
"2018-02-18 13:51:43";"mmoreta2"
"2018-02-18 13:55:18";"mmunozt9"
"2018-02-18 13:55:29";"fsanchi2"
"2018-02-18 14:29:39";"mmateup2"
"2018-02-18 15:17:26";"mmunozt9"
"2018-02-18 15:55:45";"jruizmas"
"2018-02-18 16:03:17";"mcabellm"
"2018-02-18 17:11:58";"mcabellm"
"2018-02-18 18:23:23";"mmateup2"
"2018-02-18 19:25:56";"mmoreta2"
"2018-02-18 19:46:16";"jruizmas"
"2018-02-19 06:50:22";"lruizbe"
"2018-02-19 07:26:19";"fsanchi2"
"2018-02-19 08:09:10";"mmunozt9"
"2018-02-19 08:21:10";"mmunozt9"
"2018-02-19 08:25:32";"gizquie5"
"2018-02-19 08:36:52";"mmunozt9"
"2018-02-19 08:50:29";"ajherna2"
"2018-02-19 09:11:31";"fsanchi2"
"2018-02-19 09:13:50";"bigualt1"
"2018-02-19 09:25:58";"mmunozt9"
"2018-02-19 09:28:26";"gizquie5"
"2018-02-19 09:53:02";"92392"
"2018-02-19 09:55:21";"92385"
"2018-02-19 10:15:56";"erubiog6"
"2018-02-19 10:22:05";"rsardin1"
"2018-02-19 10:30:23";"mmunozt9"
"2018-02-19 10:41:44";"mmunozt9"
"2018-02-19 10:47:18";"ajherna2"
"2018-02-19 10:50:11";"mmunozt9"
"2018-02-19 10:51:16";"gizquie5"
"2018-02-19 11:05:52";"bigualt1"
"2018-02-19 11:06:04";"mmunozt9"
"2018-02-19 11:27:39";"mrubiam"
"2018-02-19 11:43:20";"mmunozt9"
"2018-02-19 11:51:31";"mrubiol5"
"2018-02-19 12:05:27";"erubiog6"
"2018-02-19 12:17:10";"mmunozt9"
"2018-02-19 12:30:17";"mmunozt9"
"2018-02-19 12:31:34";"92385"
"2018-02-19 12:33:25";"mgomezaw"
"2018-02-19 12:46:07";"gizquie5"
"2018-02-19 12:49:47";"mfvicen2"
"2018-02-19 12:52:31";"ajherna2"
"2018-02-19 13:05:05";"mmunozt9"
"2018-02-19 13:07:13";"erubiog6"
"2018-02-19 13:25:54";"oespino6"
"2018-02-19 13:48:17";"92496"
"2018-02-19 13:53:17";"jruizmas"
"2018-02-19 14:06:15";"mhuelam2"
"2018-02-19 14:07:40";"mmunozt9"
"2018-02-19 14:09:28";"mmunozt9"
"2018-02-19 14:17:54";"mochoac3"
"2018-02-19 14:18:16";"mmateup2"
"2018-02-19 14:21:39";"cbanosg3"
"2018-02-19 14:28:17";"aparrag2"
"2018-02-19 14:30:56";"mmateup2"
"2018-02-19 14:33:30";"bigualt1"
"2018-02-19 14:33:31";"bigualt1"
"2018-02-19 14:43:03";"mescudek"
"2018-02-19 14:57:34";"mgcampo7"
"2018-02-19 14:57:54";"osolerl1"
"2018-02-19 15:07:54";"rmunozrb"
"2018-02-19 15:09:47";"92337"
"2018-02-19 15:19:08";"mgomezaw"
"2018-02-19 15:24:19";"osolerl1"
"2018-02-19 15:31:14";"mmunozt9"
"2018-02-19 15:31:48";"jsanc116"
"2018-02-19 15:47:30";"nperdom5"
"2018-02-19 16:34:56";"mbarriga"
"2018-02-19 16:35:33";"mmunozt9"
"2018-02-19 16:42:41";"92395"
"2018-02-19 16:43:57";"mgomezaw"
"2018-02-19 16:47:40";"mmunozt9"
"2018-02-19 17:04:55";"rmunozrb"
"2018-02-19 17:18:07";"mcabellm"
"2018-02-19 17:34:36";"mochoac3"
"2018-02-19 17:44:42";"92324"
"2018-02-19 17:46:01";"mmateup2"
"2018-02-19 17:55:42";"mgcongo1"
"2018-02-19 18:21:47";"mmunozt9"
"2018-02-19 18:25:14";"nperdom5"
"2018-02-19 18:26:27";"mmateup2"
"2018-02-19 18:39:11";"mgomezaw"
"2018-02-19 18:41:46";"mochoac3"
"2018-02-19 18:42:02";"mmunozt9"
"2018-02-19 18:42:11";"mbarriga"
"2018-02-19 18:46:31";"mcabellm"
"2018-02-19 18:55:23";"cbanosg3"
"2018-02-19 18:56:26";"aparrag2"
"2018-02-19 19:01:05";"osolerl1"
"2018-02-19 19:03:29";"mgomezaw"
"2018-02-19 19:13:43";"rpayseo1"
"2018-02-19 19:37:34";"mmunozt9"
"2018-02-19 20:10:17";"mmoreta2"
"2018-02-19 20:18:57";"aparrag2"
"2018-02-19 20:24:09";"mmateup2"
"2018-02-19 20:47:16";"mescudek"
"2018-02-20 07:29:37";"cperteg2"
"2018-02-20 07:33:04";"fsanchi2"
"2018-02-20 07:53:43";"92480"
"2018-02-20 08:06:48";"sarroyo9"
"2018-02-20 08:11:13";"jsanc116"
"2018-02-20 08:22:54";"bigualt1"
"2018-02-20 08:37:37";"gizquie5"
"2018-02-20 08:40:40";"mmunozt9"
"2018-02-20 09:00:17";"92480"
"2018-02-20 09:04:05";"mhuelam2"
"2018-02-20 09:10:55";"bigualt1"
"2018-02-20 09:25:02";"jmfernad"
"2018-02-20 09:28:37";"rsardin1"
"2018-02-20 09:31:19";"bigualt1"
"2018-02-20 09:35:48";"rpelege1"
"2018-02-20 09:39:13";"gizquie5"
"2018-02-20 09:49:41";"oespino6"
"2018-02-20 09:53:56";"mmunozt9"
"2018-02-20 09:56:59";"mmunozt9"
"2018-02-20 10:17:17";"cperteg2"
"2018-02-20 10:18:52";"mhuelam2"
"2018-02-20 10:25:10";"92496"
"2018-02-20 10:29:01";"92490"
"2018-02-20 10:33:49";"mmunozt9"
"2018-02-20 10:39:29";"lruizbe"
"2018-02-20 10:49:40";"gizquie5"
"2018-02-20 10:57:35";"mmunozt9"
"2018-02-20 10:57:36";"mmunozt9"
"2018-02-20 10:58:54";"mmunozt9"
"2018-02-20 11:03:41";"bigualt1"
"2018-02-20 11:04:07";"ggonza94"
"2018-02-20 11:07:04";"mrubiol5"
"2018-02-20 11:09:38";"92385"
"2018-02-20 11:53:17";"92393"
"2018-02-20 11:53:17";"92393"
"2018-02-20 11:56:10";"ajherna2"
"2018-02-20 12:04:08";"mrubiam"
"2018-02-20 12:06:52";"gizquie5"
"2018-02-20 12:08:39";"mmunozt9"
"2018-02-20 12:22:57";"mbarriga"
"2018-02-20 12:54:06";"oespino6"
"2018-02-20 13:08:33";"mmunozt9"
"2018-02-20 13:18:42";"mgcampo7"
"2018-02-20 13:20:46";"rsardin1"
"2018-02-20 13:26:26";"gizquie5"
"2018-02-20 13:50:33";"bigualt1"
"2018-02-20 13:50:49";"jruizmas"
"2018-02-20 13:52:32";"lruizbe"
"2018-02-20 14:00:08";"mgomezaw"
"2018-02-20 14:00:20";"mmateup2"
"2018-02-20 14:03:41";"mmunozt9"
"2018-02-20 14:10:14";"mochoac3"
"2018-02-20 14:23:16";"mmunozt9"
"2018-02-20 14:24:27";"cbanosg3"
"2018-02-20 14:27:05";"lruizbe"
"2018-02-20 14:31:55";"mmateup2"
"2018-02-20 14:37:00";"mescudek"
"2018-02-20 14:42:40";"osolerl1"
"2018-02-20 14:52:59";"lruizbe"
"2018-02-20 14:59:00";"bigualt1"
"2018-02-20 15:08:27";"rmunozrb"
"2018-02-20 15:09:01";"92394"
"2018-02-20 15:25:23";"BACKOFFICEVF"
"2018-02-20 15:25:56";"92210"
"2018-02-20 15:26:34";"mnortes1"
"2018-02-20 15:33:06";"mmunozt9"
"2018-02-20 15:42:20";"lpinang1"
"2018-02-20 15:54:23";"mmunozt9"
"2018-02-20 15:56:18";"mcabellm"
"2018-02-20 16:00:54";"aparrag2"
"2018-02-20 16:02:22";"mochoac3"
"2018-02-20 16:10:10";"mescudek"
"2018-02-20 16:21:52";"mbarriga"
"2018-02-20 16:33:22";"oespino6"
"2018-02-20 16:50:42";"mmateup2"
"2018-02-20 16:55:07";"mmunozt9"
"2018-02-20 17:31:42";"mgcampo7"
"2018-02-20 17:43:16";"mochoac3"
"2018-02-20 17:44:27";"mmunozt9"
"2018-02-20 17:45:21";"oespino6"
"2018-02-20 17:47:27";"mmateup2"
"2018-02-20 17:52:05";"mnortes1"
"2018-02-20 18:18:03";"cbanosg3"
"2018-02-20 18:37:33";"nperdom5"
"2018-02-20 18:47:30";"mgcampo7"
"2018-02-20 19:02:52";"aparrag2"
"2018-02-20 19:05:59";"osolerl1"
"2018-02-20 19:23:31";"mescudek"
"2018-02-20 19:29:21";"mmunozt9"
"2018-02-20 19:50:34";"dmomeni2"
"2018-02-20 20:21:25";"rmunozrb"
"2018-02-20 20:30:39";"mnortes1"
"2018-02-20 20:41:44";"mnortes1"
"2018-02-20 20:43:30";"jruizmas"
"2018-02-20 20:50:28";"mmateup2"
"2018-02-21 07:28:39";"fsanchi2"
"2018-02-21 07:29:53";"cperteg2"
"2018-02-21 07:57:53";"rsardin1"
"2018-02-21 08:10:19";"mmunozt9"
"2018-02-21 08:15:20";"jsanc116"
"2018-02-21 08:19:04";"bigualt1"
"2018-02-21 08:37:45";"mmunozt9"
"2018-02-21 08:43:43";"gizquie5"
"2018-02-21 08:46:09";"admin"
"2018-02-21 08:51:54";"92210"
"2018-02-21 09:27:15";"mmunozt9"
"2018-02-21 09:43:41";"lruizbe"
"2018-02-21 09:45:31";"rpelege1"
"2018-02-21 09:50:44";"gizquie5"
"2018-02-21 10:03:34";"mmunozt9"
"2018-02-21 10:08:21";"admin"
"2018-02-21 10:26:38";"mmunozt9"
"2018-02-21 10:30:39";"admin"
"2018-02-21 10:32:58";"bigualt1"
"2018-02-21 10:37:18";"lruizbe"
"2018-02-21 10:55:29";"92385"
"2018-02-21 10:56:40";"gizquie5"
"2018-02-21 11:09:29";"jmfernad"
"2018-02-21 11:41:26";"lruizbe"
"2018-02-21 12:04:15";"gizquie5"
"2018-02-21 12:06:38";"mhuelam2"
"2018-02-21 12:20:27";"92496"
"2018-02-21 12:25:27";"92385"
"2018-02-21 12:33:23";"mmunozt9"
"2018-02-21 12:38:23";"mmunozt9"
"2018-02-21 12:59:17";"cbanosg3"
"2018-02-21 13:12:57";"cperteg2"
"2018-02-21 13:22:40";"gizquie5"
"2018-02-21 13:36:23";"mgomezaw"
"2018-02-21 13:36:44";"mgcampo7"
"2018-02-21 13:45:55";"ajherna2"
"2018-02-21 13:50:47";"lruizbe"
"2018-02-21 13:51:18";"ggonza94"
"2018-02-21 13:51:42";"mmateup2"
"2018-02-21 13:57:55";"lruizbe"
"2018-02-21 14:11:48";"mmunozt9"
"2018-02-21 14:18:42";"mochoac3"
"2018-02-21 14:24:34";"mmateup2"
"2018-02-21 14:35:51";"jruizmas"
"2018-02-21 14:39:25";"mescudek"
"2018-02-21 14:43:00";"osolerl1"
"2018-02-21 14:44:23";"aparrag2"
"2018-02-21 14:54:59";"mnortes1"
"2018-02-21 14:59:35";"rpayseo1"
"2018-02-21 15:01:15";"mrubiol5"
"2018-02-21 15:06:06";"92480"
"2018-02-21 15:19:53";"mmunozt9"
"2018-02-21 15:29:31";"92395"
"2018-02-21 15:57:54";"mmateup2"
"2018-02-21 16:03:17";"jruizmas"
"2018-02-21 16:11:51";"mmunozt9"
"2018-02-21 16:23:30";"92337"
"2018-02-21 16:36:02";"mochoac3"
"2018-02-21 17:15:23";"jruizmas"
"2018-02-21 17:21:45";"mmunozt9"
"2018-02-21 17:23:47";"cbanosg3"
"2018-02-21 17:24:36";"mnortes1"
"2018-02-21 17:28:44";"mmunozt9"
"2018-02-21 18:15:45";"mmateup2"
"2018-02-21 18:25:43";"mochoac3"
"2018-02-21 18:28:05";"cbanosg3"
"2018-02-21 18:28:51";"mnortes1"
"2018-02-21 18:45:00";"nperdom5"
"2018-02-21 18:46:34";"mmateup2"
"2018-02-21 18:59:16";"rmunozrb"
"2018-02-21 19:12:01";"osolerl1"
"2018-02-21 19:25:04";"mnortes1"
"2018-02-21 20:48:48";"jruizmas"
"2018-02-22 07:27:59";"cperteg2"
"2018-02-22 07:58:37";"jsanc116"
"2018-02-22 08:03:30";"92480"
"2018-02-22 08:10:00";"sarroyo9"
"2018-02-22 08:23:11";"bigualt1"
"2018-02-22 08:32:17";"amolins"
"2018-02-22 08:41:51";"bigualt1"
"2018-02-22 09:15:15";"cperteg2"
"2018-02-22 09:16:15";"gizquie5"
"2018-02-22 09:25:08";"92392"
"2018-02-22 09:35:31";"jmfernad"
"2018-02-22 09:40:44";"rpelege1"
"2018-02-22 09:48:38";"ajherna2"
"2018-02-22 09:50:26";"mmunozt9"
"2018-02-22 09:52:44";"sarroyo9"
"2018-02-22 10:11:02";"ggonza94"
"2018-02-22 10:21:55";"amolins"
"2018-02-22 10:48:58";"gizquie5"
"2018-02-22 10:55:04";"mmunozt9"
"2018-02-22 10:58:53";"lruizbe"
"2018-02-22 11:17:55";"jmfernad"
"2018-02-22 11:20:29";"mmunozt9"
"2018-02-22 11:24:36";"mmunozt9"
"2018-02-22 11:27:34";"lruizbe"
"2018-02-22 11:30:53";"erubiog6"
"2018-02-22 11:33:23";"cperteg2"
"2018-02-22 11:42:45";"jmfernad"
"2018-02-22 11:58:40";"gizquie5"
"2018-02-22 12:00:06";"92392"
"2018-02-22 12:00:16";"ajherna2"
"2018-02-22 12:13:03";"ggonza94"
"2018-02-22 12:15:32";"bigualt1"
"2018-02-22 12:17:45";"mbarriga"
"2018-02-22 12:37:37";"amolins"
"2018-02-22 12:42:34";"mmunozt9"
"2018-02-22 12:54:48";"cperteg2"
"2018-02-22 13:01:03";"sarroyo9"
"2018-02-22 13:04:39";"oespino6"
"2018-02-22 13:16:03";"bigualt1"
"2018-02-22 13:24:52";"oespino6"
"2018-02-22 13:50:31";"mgcampo7"
"2018-02-22 13:50:56";"mmunozt9"
"2018-02-22 13:55:30";"gizquie5"
"2018-02-22 13:59:10";"rpelege1"
"2018-02-22 14:05:07";"mochoac3"
"2018-02-22 14:11:01";"mmunozt9"
"2018-02-22 14:23:57";"cbanosg3"
"2018-02-22 14:24:55";"92496"
"2018-02-22 14:25:36";"92496"
"2018-02-22 14:26:16";"92496"
"2018-02-22 14:27:00";"92480"
"2018-02-22 14:32:10";"mmateup2"
"2018-02-22 14:41:10";"mescudek"
"2018-02-22 14:48:24";"mmunozt9"
"2018-02-22 14:52:07";"mmunozt9"
"2018-02-22 14:58:49";"92337"
"2018-02-22 15:01:35";"mhuelam2"
"2018-02-22 15:09:38";"amolins"
"2018-02-22 15:14:50";"92394"
"2018-02-22 15:35:55";"osolerl1"
"2018-02-22 15:50:40";"dmomeni2"
"2018-02-22 15:57:05";"mnortes1"
"2018-02-22 15:57:16";"mgcampo7"
"2018-02-22 16:12:34";"mbarriga"
"2018-02-22 17:11:35";"mescudek"
"2018-02-22 17:12:11";"mmateup2"
"2018-02-22 17:20:12";"mmunozt9"
"2018-02-22 17:31:12";"cbanosg3"
"2018-02-22 17:43:21";"oespino6"
"2018-02-22 18:01:09";"mnortes1"
"2018-02-22 18:24:48";"mochoac3"
"2018-02-22 18:49:15";"cbanosg3"
"2018-02-22 18:52:12";"rmunozrb"
"2018-02-22 18:53:22";"mescudek"
"2018-02-22 19:03:56";"mcabellm"
"2018-02-22 19:14:00";"nperdom5"
"2018-02-22 19:15:09";"mgcongo1"
"2018-02-22 19:31:12";"mnortes1"
"2018-02-22 20:03:05";"dmomeni2"
"2018-02-22 20:05:02";"jsgomez5"
"2018-02-22 20:40:26";"abalmag"
"2018-02-23 08:06:40";"mmunozt9"
"2018-02-23 08:10:08";"rsardin1"
"2018-02-23 08:11:00";"sarroyo9"
"2018-02-23 08:14:06";"bigualt1"
"2018-02-23 08:22:00";"mmunozt9"
"2018-02-23 08:28:33";"erubiog6"
"2018-02-23 08:36:27";"mhuelam2"
"2018-02-23 09:20:46";"92385"
"2018-02-23 09:20:52";"rsardin1"
"2018-02-23 09:20:53";"92480"
"2018-02-23 09:29:39";"mmunozt9"
"2018-02-23 09:31:18";"92385"
"2018-02-23 10:04:16";"lruizbe"
"2018-02-23 10:12:31";"amolins"
"2018-02-23 10:50:08";"bigualt1"
"2018-02-23 10:51:06";"mmunozt9"
"2018-02-23 11:01:20";"erubiog6"
"2018-02-23 11:08:16";"oespino6"
"2018-02-23 11:08:18";"mmunozt9"
"2018-02-23 11:09:20";"92385"
"2018-02-23 11:14:17";"mmunozt9"
"2018-02-23 11:19:22";"amolins"
"2018-02-23 11:20:36";"bigualt1"
"2018-02-23 11:20:37";"bigualt1"
"2018-02-23 11:41:56";"rsardin1"
"2018-02-23 11:45:33";"mmunozt9"
"2018-02-23 11:57:46";"mmunozt9"
"2018-02-23 12:23:33";"92385"
"2018-02-23 12:33:15";"92496"
"2018-02-23 12:41:55";"lruizbe"
"2018-02-23 12:51:28";"mmunozt9"
"2018-02-23 13:13:06";"mrubiol5"
"2018-02-23 13:15:04";"bigualt1"
"2018-02-23 13:22:08";"mmunozt9"
"2018-02-23 13:34:06";"oespino6"
"2018-02-23 13:36:02";"mgomezaw"
"2018-02-23 13:42:19";"92496"
"2018-02-23 13:43:35";"mmunozt9"
"2018-02-23 13:51:36";"lruizbe"
"2018-02-23 13:55:31";"mmunozt9"
"2018-02-23 13:56:44";"erubiog6"
"2018-02-23 13:58:10";"amolins"
"2018-02-23 14:00:57";"mochoac3"
"2018-02-23 14:02:02";"cnunezgb"
"2018-02-23 14:06:19";"bigualt1"
"2018-02-23 14:20:13";"mmunozt9"
"2018-02-23 14:22:54";"mmunozt9"
"2018-02-23 14:24:55";"cbanosg3"
"2018-02-23 14:36:24";"mmateup2"
"2018-02-23 14:36:50";"92208"
"2018-02-23 14:43:41";"mescudek"
"2018-02-23 14:47:46";"osolerl1"
"2018-02-23 15:00:05";"oespino6"
"2018-02-23 15:04:42";"jsgomez5"
"2018-02-23 15:08:33";"mcabellm"
"2018-02-23 15:15:47";"mcabellm"
"2018-02-23 15:22:51";"mcabellm"
"2018-02-23 15:22:59";"mbarriga"
"2018-02-23 15:24:09";"mcabellm"
"2018-02-23 15:25:46";"mcabellm"
"2018-02-23 15:31:13";"rpelege1"
"2018-02-23 15:32:38";"mgcongo1"
"2018-02-23 15:35:26";"rmunozrb"
"2018-02-23 16:23:17";"mcabellm"
"2018-02-23 17:17:47";"oespino6"
"2018-02-23 17:21:47";"mmunozt9"
"2018-02-23 17:52:01";"mochoac3"
"2018-02-23 18:29:56";"mmateup2"
"2018-02-23 18:50:56";"mcabellm"
"2018-02-23 19:24:58";"mescudek"
"2018-02-23 19:27:18";"mmunozt9"
"2018-02-23 19:49:38";"mmateup2"
"2018-02-23 19:49:51";"mmunozt9"
"2018-02-23 19:57:53";"mgcongo1"
