"Fecha";"Usuario"
"2018-02-01 07:28:30";"cperteg2"
"2018-02-01 08:07:19";"92210"
"2018-02-01 08:09:49";"sarroyo9"
"2018-02-01 08:13:47";"92393"
"2018-02-01 08:28:59";"lruizbe"
"2018-02-01 08:35:27";"mmunozt9"
"2018-02-01 08:37:42";"bigualt1"
"2018-02-01 08:50:35";"mmunozt9"
"2018-02-01 08:57:20";"mibanezr"
"2018-02-01 09:18:02";"92201"
"2018-02-01 09:18:14";"cperteg2"
"2018-02-01 09:30:57";"lruizbe"
"2018-02-01 09:40:29";"mmunozt9"
"2018-02-01 09:53:52";"bigualt1"
"2018-02-01 10:01:06";"lruizbe"
"2018-02-01 10:03:54";"cdomin54"
"2018-02-01 10:10:07";"mmunozt9"
"2018-02-01 10:20:47";"sggonzah"
"2018-02-01 10:21:58";"mmunozt9"
"2018-02-01 10:29:39";"mhuelam2"
"2018-02-01 10:39:56";"mmunozt9"
"2018-02-01 10:40:06";"jmfernad"
"2018-02-01 10:51:05";"mmunozt9"
"2018-02-01 10:55:03";"bigualt1"
"2018-02-01 11:03:48";"oespino6"
"2018-02-01 11:07:53";"gizquie5"
"2018-02-01 11:41:50";"rsardin1"
"2018-02-01 11:50:52";"cperteg2"
"2018-02-01 11:59:30";"mmunozt9"
"2018-02-01 12:26:46";"mhuelam2"
"2018-02-01 12:27:23";"92385"
"2018-02-01 12:28:04";"92385"
"2018-02-01 12:30:49";"92393"
"2018-02-01 12:50:11";"mmunozt9"
"2018-02-01 12:50:48";"mbarriga"
"2018-02-01 13:10:45";"mmunozt9"
"2018-02-01 13:11:27";"fsanchi2"
"2018-02-01 13:23:13";"mhuelam2"
"2018-02-01 13:24:05";"gizquie5"
"2018-02-01 13:34:14";"rsardin1"
"2018-02-01 13:34:49";"mmunozt9"
"2018-02-01 13:35:28";"oespino6"
"2018-02-01 13:49:18";"mmunozt9"
"2018-02-01 13:55:19";"mbarriga"
"2018-02-01 14:02:39";"mmunozt9"
"2018-02-01 14:14:07";"mochoac3"
"2018-02-01 14:20:08";"mmunozt9"
"2018-02-01 14:23:50";"cbanosg3"
"2018-02-01 14:38:09";"mescudek"
"2018-02-01 14:40:40";"mbarriga"
"2018-02-01 14:45:46";"gsanzso1"
"2018-02-01 14:47:42";"mmateup2"
"2018-02-01 14:52:22";"BACKOFFICEVF"
"2018-02-01 14:53:45";"osolerl1"
"2018-02-01 14:56:05";"fsanchi2"
"2018-02-01 14:59:36";"rmunozrb"
"2018-02-01 15:09:33";"mgomezaw"
"2018-02-01 15:10:34";"oespino6"
"2018-02-01 15:21:32";"nperdom5"
"2018-02-01 15:22:43";"mmunozt9"
"2018-02-01 15:49:34";"mmunozt9"
"2018-02-01 15:53:22";"BACKOFFICEVF"
"2018-02-01 15:57:12";"92208"
"2018-02-01 16:08:26";"cbanosg3"
"2018-02-01 16:24:32";"mnortes1"
"2018-02-01 16:33:50";"rmunozrb"
"2018-02-01 16:34:50";"mbarriga"
"2018-02-01 16:36:51";"oespino6"
"2018-02-01 16:41:59";"oespino6"
"2018-02-01 16:51:28";"mmunozt9"
"2018-02-01 16:55:18";"BACKOFFICEVF"
"2018-02-01 17:10:24";"rpelege1"
"2018-02-01 17:12:23";"92395"
"2018-02-01 17:47:40";"mbarriga"
"2018-02-01 17:50:09";"92324"
"2018-02-01 17:51:25";"mnortes1"
"2018-02-01 17:52:01";"mmunozt9"
"2018-02-01 17:54:05";"92249"
"2018-02-01 17:55:24";"mmunozt9"
"2018-02-01 18:09:38";"BACKOFFICEVF"
"2018-02-01 18:11:31";"mgcampo7"
"2018-02-01 18:11:56";"mmunozt9"
"2018-02-01 18:52:22";"mmunozt9"
"2018-02-01 19:02:09";"mochoac3"
"2018-02-01 19:13:40";"BACKOFFICEVF"
"2018-02-01 19:20:07";"mmunozt9"
"2018-02-01 19:22:42";"92395"
"2018-02-01 19:35:12";"92208"
"2018-02-01 19:39:08";"rmunozrb"
"2018-02-01 20:06:20";"92490"
"2018-02-01 20:07:16";"mmunozt9"
"2018-02-01 20:09:43";"92337"
"2018-02-01 20:26:19";"BACKOFFICEVF"
"2018-02-01 20:46:15";"mmateup2"
"2018-02-02 07:42:20";"cperteg2"
"2018-02-02 08:03:07";"rsardin1"
"2018-02-02 08:08:35";"92210"
"2018-02-02 08:20:52";"erubiog6"
"2018-02-02 08:24:32";"sarroyo9"
"2018-02-02 08:37:03";"bigualt1"
"2018-02-02 08:43:36";"mmunozt9"
"2018-02-02 08:50:08";"mmunozt9"
"2018-02-02 09:09:05";"BACKOFFICEVF"
"2018-02-02 09:10:37";"BACKOFFICEVF"
"2018-02-02 09:25:02";"mibanezr"
"2018-02-02 09:50:31";"mmunozt9"
"2018-02-02 09:54:16";"92393"
"2018-02-02 10:12:28";"ajherna2"
"2018-02-02 10:34:56";"mmunozt9"
"2018-02-02 10:50:12";"lruizbe"
"2018-02-02 10:51:19";"ggonza94"
"2018-02-02 10:54:41";"mmunozt9"
"2018-02-02 11:08:44";"rsardin1"
"2018-02-02 11:16:25";"rpelege1"
"2018-02-02 11:30:43";"cperteg2"
"2018-02-02 11:40:55";"ajherna2"
"2018-02-02 12:12:35";"mcarrerd"
"2018-02-02 12:15:42";"mcarrerd"
"2018-02-02 12:16:56";"mcarrerd"
"2018-02-02 12:17:58";"mcarrerd"
"2018-02-02 12:33:38";"oespino6"
"2018-02-02 12:37:02";"mbarriga"
"2018-02-02 12:47:29";"mmunozt9"
"2018-02-02 13:09:33";"fsanchi2"
"2018-02-02 13:14:29";"rsardin1"
"2018-02-02 13:17:32";"admin"
"2018-02-02 13:25:30";"admin"
"2018-02-02 13:27:30";"mmunozt9"
"2018-02-02 13:30:22";"mgcampo7"
"2018-02-02 13:30:48";"admin"
"2018-02-02 13:38:49";"admin"
"2018-02-02 13:39:39";"admin"
"2018-02-02 13:47:42";"mmunozt9"
"2018-02-02 13:48:54";"mescudem"
"2018-02-02 13:53:45";"erubiog6"
"2018-02-02 13:56:17";"92210"
"2018-02-02 14:07:37";"mmunozt9"
"2018-02-02 14:12:25";"mochoac3"
"2018-02-02 14:22:59";"cbanosg3"
"2018-02-02 14:26:11";"bigualt1"
"2018-02-02 14:28:47";"rpelege1"
"2018-02-02 14:39:49";"mescudek"
"2018-02-02 14:50:33";"BACKOFFICEVF"
"2018-02-02 14:51:45";"92395"
"2018-02-02 14:52:18";"osolerl1"
"2018-02-02 15:12:55";"mgomezaw"
"2018-02-02 15:21:15";"92395"
"2018-02-02 15:25:04";"mnortes1"
"2018-02-02 15:26:24";"mmunozt9"
"2018-02-02 15:45:18";"mmunozt9"
"2018-02-02 15:51:24";"mmunozt9"
"2018-02-02 15:56:05";"mbarriga"
"2018-02-02 16:27:00";"mmunozt9"
"2018-02-02 16:48:11";"mrmartio"
"2018-02-02 17:23:39";"mnortes1"
"2018-02-02 17:28:00";"92337"
"2018-02-02 17:31:03";"mmunozt9"
"2018-02-02 17:39:48";"mmunozt9"
"2018-02-02 17:47:14";"mmunozt9"
"2018-02-02 18:17:57";"nperdom5"
"2018-02-02 18:47:23";"rmunozrb"
"2018-02-02 18:51:13";"mmunozt9"
"2018-02-02 19:06:11";"mmunozt9"
"2018-02-02 19:16:49";"mescudek"
"2018-02-02 19:18:17";"mmunozt9"
"2018-02-02 19:19:51";"mbarriga"
"2018-02-02 19:31:25";"92208"
"2018-02-02 19:55:14";"mmunozt9"
"2018-02-02 20:36:33";"mescudek"
"2018-02-02 20:43:52";"nperdom5"
"2018-02-03 07:08:21";"lruizbe"
"2018-02-03 07:08:21";"mrubiam"
"2018-02-03 08:11:51";"mmunozt9"
"2018-02-03 08:12:08";"mmunozt9"
"2018-02-03 08:30:06";"mhuelam2"
"2018-02-03 08:39:30";"mmunozt9"
"2018-02-03 08:39:39";"mmunozt9"
"2018-02-03 09:28:18";"mmunozt9"
"2018-02-03 10:05:46";"amolins"
"2018-02-03 10:28:58";"mmunozt9"
"2018-02-03 10:42:53";"mhuelam2"
"2018-02-03 10:57:20";"mrubiam"
"2018-02-03 11:18:26";"mmunozt9"
"2018-02-03 11:46:31";"mmunozt9"
"2018-02-03 12:28:05";"mmunozt9"
"2018-02-03 12:35:55";"lruizbe"
"2018-02-03 12:40:34";"mrubiol5"
"2018-02-03 12:56:23";"amolins"
"2018-02-03 13:50:51";"mmunozt9"
"2018-02-03 13:57:27";"amolins"
"2018-02-03 14:06:10";"mochoac3"
"2018-02-03 14:08:59";"mrubiol5"
"2018-02-03 14:19:30";"mcabellm"
"2018-02-03 14:37:58";"mescudek"
"2018-02-03 14:46:07";"92393"
"2018-02-03 15:01:29";"92337"
"2018-02-03 17:04:11";"sggonzah"
"2018-02-03 17:20:17";"92337"
"2018-02-03 17:34:28";"mcabellm"
"2018-02-04 08:12:51";"92210"
"2018-02-04 09:20:17";"mmunozt9"
"2018-02-04 09:21:04";"mrubiam"
"2018-02-04 09:23:50";"amolins"
"2018-02-04 09:57:09";"mrubiol5"
"2018-02-04 10:26:43";"mmunozt9"
"2018-02-04 10:33:25";"mmunozt9"
"2018-02-04 10:37:05";"92324"
"2018-02-04 10:38:57";"lruizbe"
"2018-02-04 10:54:17";"92393"
"2018-02-04 11:17:47";"mrubiol5"
"2018-02-04 11:41:23";"mmunozt9"
"2018-02-04 12:00:35";"lruizbe"
"2018-02-04 12:02:10";"mmunozt9"
"2018-02-04 12:02:46";"mrubiam"
"2018-02-04 12:03:42";"mmunozt9"
"2018-02-04 12:48:45";"lruizbe"
"2018-02-04 12:55:33";"amolins"
"2018-02-04 12:56:04";"lruizbe"
"2018-02-04 14:07:07";"mochoac3"
"2018-02-04 14:37:59";"mrubiol5"
"2018-02-04 14:40:36";"mhuelam2"
"2018-02-04 15:19:13";"mochoac3"
"2018-02-04 17:58:55";"mochoac3"
"2018-02-05 08:08:30";"sarroyo9"
"2018-02-05 08:20:23";"mmunozt9"
"2018-02-05 08:20:34";"mmunozt9"
"2018-02-05 08:26:18";"mrubiol5"
"2018-02-05 08:31:34";"mmunozt9"
"2018-02-05 08:34:57";"amolins"
"2018-02-05 08:37:13";"mmunozt9"
"2018-02-05 08:45:45";"mmunozt9"
"2018-02-05 09:20:59";"92266"
"2018-02-05 09:46:22";"mmunozt9"
"2018-02-05 09:50:30";"amolins"
"2018-02-05 10:04:19";"mmunozt9"
"2018-02-05 10:04:29";"lruizbe"
"2018-02-05 10:06:02";"gizquie5"
"2018-02-05 10:08:09";"mrubiol5"
"2018-02-05 10:22:11";"mmunozt9"
"2018-02-05 10:24:32";"mhuelam2"
"2018-02-05 10:29:37";"mmunozt9"
"2018-02-05 10:46:45";"mmunozt9"
"2018-02-05 10:51:09";"mmunozt9"
"2018-02-05 10:51:24";"mmunozt9"
"2018-02-05 10:56:36";"mdeisid"
"2018-02-05 11:02:11";"mmunozt9"
"2018-02-05 11:05:29";"mmunozt9"
"2018-02-05 11:10:01";"amolins"
"2018-02-05 11:21:26";"jmfernad"
"2018-02-05 11:31:51";"bigualt1"
"2018-02-05 11:32:59";"mmunozt9"
"2018-02-05 11:37:03";"gizquie5"
"2018-02-05 11:50:24";"ggonza94"
"2018-02-05 12:07:43";"mmunozt9"
"2018-02-05 12:20:15";"mfvicen2"
"2018-02-05 12:24:52";"mmunozt9"
"2018-02-05 12:27:16";"mmunozt9"
"2018-02-05 12:31:54";"mmunozt9"
"2018-02-05 12:42:48";"mrubiol5"
"2018-02-05 12:44:17";"mhuelam2"
"2018-02-05 12:45:17";"mmunozt9"
"2018-02-05 13:02:29";"gizquie5"
"2018-02-05 13:02:39";"92208"
"2018-02-05 13:26:40";"mmunozt9"
"2018-02-05 13:28:34";"amolins"
"2018-02-05 13:40:50";"ggonza94"
"2018-02-05 13:41:25";"ggonza94"
"2018-02-05 13:44:43";"mescudem"
"2018-02-05 13:48:45";"lruizbe"
"2018-02-05 13:48:45";"92395"
"2018-02-05 13:53:26";"mmunozt9"
"2018-02-05 14:00:14";"mmunozt9"
"2018-02-05 14:01:09";"lpinang1"
"2018-02-05 14:02:12";"fsanchi2"
"2018-02-05 14:07:29";"mmunozt9"
"2018-02-05 14:12:26";"mochoac3"
"2018-02-05 14:14:40";"92349"
"2018-02-05 14:16:45";"mmunozt9"
"2018-02-05 14:22:25";"cbanosg3"
"2018-02-05 14:25:55";"bigualt1"
"2018-02-05 14:29:01";"mmateup2"
"2018-02-05 14:34:07";"mescudek"
"2018-02-05 14:37:36";"emunozd4"
"2018-02-05 14:37:48";"abalmag"
"2018-02-05 14:42:02";"amolins"
"2018-02-05 14:55:23";"osolerl1"
"2018-02-05 15:09:32";"mmateup2"
"2018-02-05 15:13:00";"mmunozt9"
"2018-02-05 15:21:47";"92394"
"2018-02-05 15:28:34";"fsanchi2"
"2018-02-05 15:37:33";"mmateup2"
"2018-02-05 15:44:30";"mmunozt9"
"2018-02-05 15:59:47";"rpelege1"
"2018-02-05 16:01:18";"rmunozrb"
"2018-02-05 16:24:56";"mescudek"
"2018-02-05 16:29:36";"mmunozt9"
"2018-02-05 16:31:13";"bcardoz3"
"2018-02-05 16:33:08";"fsanchi2"
"2018-02-05 16:37:27";"mmateup2"
"2018-02-05 17:02:42";"rmunozrb"
"2018-02-05 17:06:01";"mbarriga"
"2018-02-05 17:13:32";"oespino6"
"2018-02-05 17:34:19";"mmunozt9"
"2018-02-05 17:37:50";"92490"
"2018-02-05 17:46:28";"mcabellm"
"2018-02-05 18:02:40";"92394"
"2018-02-05 18:04:38";"mgomezaw"
"2018-02-05 18:13:06";"mescudek"
"2018-02-05 18:35:12";"rpelege1"
"2018-02-05 18:39:26";"mmateup2"
"2018-02-05 18:41:23";"mmunozt9"
"2018-02-05 19:09:43";"mcabellm"
"2018-02-05 19:14:14";"92337"
"2018-02-05 19:25:26";"92395"
"2018-02-05 19:48:52";"mmunozt9"
"2018-02-05 20:06:14";"rmunozrb"
"2018-02-05 20:23:42";"mgcongo1"
"2018-02-05 20:34:19";"92324"
"2018-02-05 20:48:36";"92395"
"2018-02-05 20:53:05";"mmunozt9"
"2018-02-06 07:09:59";"fsanchi2"
"2018-02-06 08:02:11";"rsardin1"
"2018-02-06 08:06:52";"erubiog6"
"2018-02-06 08:07:04";"sarroyo9"
"2018-02-06 08:13:32";"bigualt1"
"2018-02-06 08:17:15";"92210"
"2018-02-06 08:21:41";"mmunozt9"
"2018-02-06 08:24:07";"mrubiol5"
"2018-02-06 08:32:18";"mbarriga"
"2018-02-06 08:32:29";"gsanzso1"
"2018-02-06 08:34:20";"mmunozt9"
"2018-02-06 08:43:03";"amolins"
"2018-02-06 09:08:13";"mmunozt9"
"2018-02-06 09:12:12";"rsardin1"
"2018-02-06 09:13:24";"mmunozt9"
"2018-02-06 09:19:02";"92349"
"2018-02-06 09:20:40";"92201"
"2018-02-06 09:27:10";"gizquie5"
"2018-02-06 10:01:23";"amolins"
"2018-02-06 10:17:02";"mmunozt9"
"2018-02-06 10:19:07";"mibanezr"
"2018-02-06 10:19:52";"rpelege1"
"2018-02-06 10:23:51";"lruizbe"
"2018-02-06 10:44:46";"gizquie5"
"2018-02-06 10:52:06";"mmunozt9"
"2018-02-06 10:54:17";"mmunozt9"
"2018-02-06 11:02:12";"mmunozt9"
"2018-02-06 11:02:57";"92393"
"2018-02-06 11:09:55";"92480"
"2018-02-06 11:10:10";"mrubiol5"
"2018-02-06 11:11:27";"amolins"
"2018-02-06 11:23:42";"mrubiam"
"2018-02-06 11:25:01";"92385"
"2018-02-06 11:32:23";"gsanzso1"
"2018-02-06 11:37:49";"erubiog6"
"2018-02-06 11:39:03";"rpelege1"
"2018-02-06 11:39:25";"BACKOFFICEVF"
"2018-02-06 11:43:14";"92266"
"2018-02-06 11:48:24";"mibanezr"
"2018-02-06 11:54:49";"gizquie5"
"2018-02-06 11:58:37";"bigualt1"
"2018-02-06 12:25:05";"sggonzah"
"2018-02-06 12:34:45";"cperteg2"
"2018-02-06 12:55:56";"mrubiol5"
"2018-02-06 12:56:10";"mhuelam2"
"2018-02-06 12:57:20";"mmunozt9"
"2018-02-06 12:58:53";"mmunozt9"
"2018-02-06 13:10:26";"ajherna2"
"2018-02-06 13:14:01";"gizquie5"
"2018-02-06 13:37:34";"92395"
"2018-02-06 13:37:49";"mmunozt9"
"2018-02-06 13:47:55";"sarroyo9"
"2018-02-06 13:48:14";"ajherna2"
"2018-02-06 13:48:21";"amolins"
"2018-02-06 13:48:45";"mgomezaw"
"2018-02-06 13:54:09";"rsardin1"
"2018-02-06 13:56:49";"gsanzso1"
"2018-02-06 14:21:58";"cbanosg3"
"2018-02-06 14:21:58";"mochoac3"
"2018-02-06 14:24:33";"mbarriga"
"2018-02-06 14:33:04";"mmateup2"
"2018-02-06 14:36:24";"mescudek"
"2018-02-06 14:37:13";"mhuelam2"
"2018-02-06 14:49:37";"92395"
"2018-02-06 14:52:51";"osolerl1"
"2018-02-06 14:53:55";"mcabellm"
"2018-02-06 14:56:33";"rgmarti9"
"2018-02-06 15:00:53";"mmunozt9"
"2018-02-06 15:16:37";"oespino6"
"2018-02-06 15:18:39";"amolins"
"2018-02-06 15:26:31";"92246"
"2018-02-06 15:39:12";"92394"
"2018-02-06 15:47:56";"mmunozt9"
"2018-02-06 15:54:44";"92337"
"2018-02-06 16:01:07";"mescudem"
"2018-02-06 16:20:11";"mbarriga"
"2018-02-06 16:35:36";"mmoreta2"
"2018-02-06 16:41:26";"rmunozrb"
"2018-02-06 16:45:54";"oespino6"
"2018-02-06 16:54:57";"92337"
"2018-02-06 17:12:06";"mmunozt9"
"2018-02-06 17:21:57";"cbanosg3"
"2018-02-06 17:38:34";"mbarriga"
"2018-02-06 17:42:08";"osolerl1"
"2018-02-06 17:44:51";"mcabellm"
"2018-02-06 18:06:02";"92337"
"2018-02-06 18:09:44";"mnortes1"
"2018-02-06 18:19:34";"mmateup2"
"2018-02-06 18:23:46";"cnunezgb"
"2018-02-06 18:23:49";"92490"
"2018-02-06 18:25:48";"cbanosg3"
"2018-02-06 18:53:54";"92249"
"2018-02-06 18:56:24";"mescudek"
"2018-02-06 19:01:11";"92246"
"2018-02-06 19:06:51";"mmunozt9"
"2018-02-06 19:38:19";"mgomezaw"
"2018-02-06 19:39:26";"cbanosg3"
"2018-02-06 19:55:00";"92395"
"2018-02-06 19:55:59";"92490"
"2018-02-06 20:10:11";"mnortes1"
"2018-02-06 20:33:57";"mbarriga"
"2018-02-06 20:44:33";"mescudek"
"2018-02-06 20:48:18";"92496"
"2018-02-06 20:49:03";"92496"
"2018-02-07 07:40:58";"cperteg2"
"2018-02-07 07:58:15";"rsardin1"
"2018-02-07 08:13:52";"sarroyo9"
"2018-02-07 08:14:13";"bigualt1"
"2018-02-07 08:15:44";"92210"
"2018-02-07 08:16:07";"gizquie5"
"2018-02-07 08:17:02";"mmunozt9"
"2018-02-07 08:20:12";"mhuelam2"
"2018-02-07 08:35:16";"ajherna2"
"2018-02-07 08:40:48";"mmunozt9"
"2018-02-07 08:42:42";"mrubiam"
"2018-02-07 08:44:59";"92201"
"2018-02-07 08:52:40";"mibanezr"
"2018-02-07 09:03:15";"mmunozt9"
"2018-02-07 09:05:37";"lruizbe"
"2018-02-07 09:31:36";"gizquie5"
"2018-02-07 09:39:48";"lruizbe"
"2018-02-07 09:54:04";"mmunozt9"
"2018-02-07 09:58:07";"cperteg2"
"2018-02-07 10:24:20";"mmunozt9"
"2018-02-07 10:31:32";"mmunozt9"
"2018-02-07 10:32:09";"amolins"
"2018-02-07 10:32:14";"mmunozt9"
"2018-02-07 10:36:29";"rpelege1"
"2018-02-07 10:39:30";"gizquie5"
"2018-02-07 10:44:53";"CGLADMINISTRADOR"
"2018-02-07 10:50:47";"mbarriga"
"2018-02-07 11:00:41";"sggonzah"
"2018-02-07 11:23:32";"92496"
"2018-02-07 11:25:46";"mmunozt9"
"2018-02-07 11:36:32";"mrubiol5"
"2018-02-07 11:46:58";"mmunozt9"
"2018-02-07 11:55:01";"mbarriga"
"2018-02-07 11:56:11";"gizquie5"
"2018-02-07 12:13:27";"sggonzah"
"2018-02-07 12:15:52";"92208"
"2018-02-07 12:20:12";"mmunozt9"
"2018-02-07 12:26:39";"mmunozt9"
"2018-02-07 12:36:38";"rsardin1"
"2018-02-07 12:39:23";"lruizbe"
"2018-02-07 12:46:46";"92349"
