"Fecha";"Usuario"
"2017-07-29 16:41:32";"admin"
"2017-08-01 07:23:00";"admin"
"2017-08-01 07:23:38";"admin"
"2017-08-01 07:39:05";"admin"
"2017-08-01 07:39:43";"admin"
"2017-08-01 07:47:42";"admin"
"2017-08-01 08:55:14";"admin"
"2017-08-01 10:10:08";"CGLADMINISTRADOR"
"2017-08-01 10:53:41";"CGLADMINISTRADOR"
"2017-08-01 11:13:05";"admin"
"2017-08-01 14:09:42";"admin"
"2017-08-01 17:51:43";"admin"
"2017-08-02 02:56:43";"admin"
"2017-08-02 02:56:52";"admin"
"2017-08-02 03:35:00";"admin"
"2017-08-02 06:08:52";"admin"
"2017-08-03 06:41:02";"admin"
"2017-08-03 06:47:45";"admin"
"2017-08-03 08:01:38";"admin"
"2017-08-03 13:32:44";"admin"
"2017-08-03 20:39:11";"admin"
"2017-08-03 20:40:12";"admin"
