"Fecha";"Usuario";"Agencia"
"2018-05-01 06:39:41";"fsanchi2";
"2018-05-01 06:51:53";"mmunozt9";
"2018-05-01 06:58:40";"amolins";
"2018-05-01 06:58:50";"mrubiol5";
"2018-05-01 07:20:45";"bigualt1";
"2018-05-01 07:41:06";"92496";
"2018-05-01 07:41:21";"92496";
"2018-05-01 08:02:57";"amolins";
"2018-05-01 08:09:25";"mmunozt9";
"2018-05-01 09:11:32";"oespino6";
"2018-05-01 09:13:31";"mmunozt9";
"2018-05-01 09:23:40";"amolins";
"2018-05-01 09:40:50";"mhuelam2";
"2018-05-01 09:51:31";"mmunozt9";
"2018-05-01 09:52:18";"mrubiol5";
"2018-05-01 10:22:25";"fsanchi2";
"2018-05-01 10:38:11";"amolins";
"2018-05-01 10:39:29";"oespino6";
"2018-05-01 10:56:31";"mmunozt9";
"2018-05-01 11:28:01";"92385";
"2018-05-01 11:30:01";"92385";
"2018-05-01 11:39:15";"amolins";
"2018-05-01 11:40:24";"mhuelam2";
"2018-05-01 11:41:03";"bigualt1";
"2018-05-01 12:13:23";"rpelege1";
"2018-05-01 12:42:22";"mmunozt9";
"2018-05-01 12:45:32";"bigualt1";
"2018-05-01 13:38:49";"amolins";
"2018-05-01 13:48:10";"mhuelam2";
"2018-05-01 13:48:30";"mmunozt9";
"2018-05-01 14:08:39";"mhuelam2";
"2018-05-01 14:12:15";"mhuelam2";
"2018-05-01 14:13:01";"92337";
"2018-05-01 14:40:15";"rpelege1";
"2018-05-01 16:35:02";"mhuelam2";
"2018-05-01 16:43:04";"rmunozrb";
"2018-05-01 17:21:11";"mhuelam2";
"2018-05-01 17:36:48";"rpelege1";
"2018-05-01 17:41:42";"mhuelam2";
"2018-05-01 18:42:55";"rpelege1";
"2018-05-01 19:06:26";"mhuelam2";
"2018-05-01 19:48:48";"rpelege1";
"2018-05-02 06:29:32";"fsanchi2";
"2018-05-02 06:39:21";"cperteg2";
"2018-05-02 07:12:16";"mrubiol5";
"2018-05-02 07:18:17";"92210";
"2018-05-02 07:39:30";"92496";
"2018-05-02 07:40:47";"mhuelam2";
"2018-05-02 08:06:07";"fsanchi2";
"2018-05-02 08:37:04";"gsanzso1";
"2018-05-02 09:18:05";"mmunozt9";
"2018-05-02 10:01:34";"mmunozt9";
"2018-05-02 10:02:26";"BACKOFFICEVF";
"2018-05-02 10:07:44";"bigualt1";
"2018-05-02 10:39:00";"bigualt1";
"2018-05-02 11:05:55";"fsanchi2";
"2018-05-02 11:18:43";"92490";
"2018-05-02 11:37:55";"gsanzso1";
"2018-05-02 11:44:10";"mhuelam2";
"2018-05-02 11:50:03";"bigualt1";
"2018-05-02 11:53:38";"cperteg2";
"2018-05-02 11:54:50";"mmunozt9";
"2018-05-02 12:09:43";"mmunozt9";
"2018-05-02 12:11:26";"oespino6";
"2018-05-02 12:31:39";"mmunozt9";
"2018-05-02 12:58:25";"bigualt1";
"2018-05-02 13:04:17";"mgomezaw";
"2018-05-02 13:13:00";"mhuelam2";
"2018-05-02 13:27:14";"mmateup2";
"2018-05-02 13:31:04";"mmunozt9";
"2018-05-02 13:31:08";"bigualt1";
"2018-05-02 13:49:26";"mmunozt9";
"2018-05-02 14:21:24";"92337";
"2018-05-02 14:25:36";"mhuelam2";
"2018-05-02 14:50:50";"mmunozt9";
"2018-05-02 14:51:17";"92394";
"2018-05-02 14:56:45";"mmateup2";
"2018-05-02 15:11:58";"mgomezaw";
"2018-05-02 15:35:05";"mhuelam2";
"2018-05-02 15:57:57";"oespino6";
"2018-05-02 16:49:07";"mmateup2";
"2018-05-02 17:09:47";"mgomezaw";
"2018-05-02 17:14:41";"rmunozrb";
"2018-05-02 17:34:05";"mhuelam2";
"2018-05-02 17:48:22";"mmunozt9";
"2018-05-02 18:15:39";"mmateup2";
"2018-05-02 18:17:19";"92395";
"2018-05-02 18:24:29";"mmunozt9";
"2018-05-02 19:04:26";"rmunozrb";
"2018-05-02 19:04:29";"rmunozrb";
"2018-05-03 06:15:25";"fsanchi2";
"2018-05-03 07:05:26";"amolins";
"2018-05-03 07:29:07";"mhuelam2";
"2018-05-03 07:30:18";"92393";
"2018-05-03 07:39:59";"92496";
"2018-05-03 07:43:15";"cperteg2";
"2018-05-03 07:46:26";"92210";
"2018-05-03 07:54:22";"mmunozt9";
"2018-05-03 08:15:19";"amolins";
"2018-05-03 08:25:41";"mmunozt9";
"2018-05-03 08:27:14";"mmunozt9";
"2018-05-03 08:40:46";"fsanchi2";
"2018-05-03 09:01:12";"oespino6";
"2018-05-03 09:25:30";"gsanzso1";
"2018-05-03 09:44:39";"bigualt1";
"2018-05-03 09:49:34";"mmunozt9";
"2018-05-03 09:55:35";"mmunozt9";
"2018-05-03 09:55:57";"mmunozt9";
"2018-05-03 09:59:05";"amolins";
"2018-05-03 10:00:08";"mmunozt9";
"2018-05-03 10:12:41";"cperteg2";
"2018-05-03 10:14:43";"oespino6";
"2018-05-03 10:37:58";"oespino6";
"2018-05-03 10:41:30";"bigualt1";
"2018-05-03 10:47:22";"mhuelam2";
"2018-05-03 10:57:13";"mmunozt9";
"2018-05-03 11:06:39";"mmunozt9";
"2018-05-03 11:13:11";"mmunozt9";
"2018-05-03 11:53:04";"fsanchi2";
"2018-05-03 11:54:45";"mhuelam2";
"2018-05-03 12:13:30";"mmunozt9";
"2018-05-03 12:34:53";"mmunozt9";
