"Fecha";"Usuario"
"2018-02-04 08:12:51";"92210"
"2018-02-04 09:20:17";"mmunozt9"
"2018-02-04 09:21:04";"mrubiam"
"2018-02-04 09:23:50";"amolins"
"2018-02-04 09:57:09";"mrubiol5"
"2018-02-04 10:26:43";"mmunozt9"
"2018-02-04 10:33:25";"mmunozt9"
"2018-02-04 10:37:05";"92324"
"2018-02-04 10:38:57";"lruizbe"
"2018-02-04 10:54:17";"92393"
"2018-02-04 11:17:47";"mrubiol5"
"2018-02-04 11:41:23";"mmunozt9"
"2018-02-04 12:00:35";"lruizbe"
"2018-02-04 12:02:10";"mmunozt9"
"2018-02-04 12:02:46";"mrubiam"
"2018-02-04 12:03:42";"mmunozt9"
"2018-02-04 12:48:45";"lruizbe"
"2018-02-04 12:55:33";"amolins"
"2018-02-04 12:56:04";"lruizbe"
"2018-02-04 14:07:07";"mochoac3"
"2018-02-04 14:37:59";"mrubiol5"
"2018-02-04 14:40:36";"mhuelam2"
"2018-02-04 15:19:13";"mochoac3"
"2018-02-04 17:58:55";"mochoac3"
"2018-02-05 08:08:30";"sarroyo9"
"2018-02-05 08:20:23";"mmunozt9"
"2018-02-05 08:20:34";"mmunozt9"
"2018-02-05 08:26:18";"mrubiol5"
"2018-02-05 08:31:34";"mmunozt9"
"2018-02-05 08:34:57";"amolins"
"2018-02-05 08:37:13";"mmunozt9"
"2018-02-05 08:45:45";"mmunozt9"
"2018-02-05 09:20:59";"92266"
"2018-02-05 09:46:22";"mmunozt9"
"2018-02-05 09:50:30";"amolins"
"2018-02-05 10:04:19";"mmunozt9"
"2018-02-05 10:04:29";"lruizbe"
"2018-02-05 10:06:02";"gizquie5"
"2018-02-05 10:08:09";"mrubiol5"
"2018-02-05 10:22:11";"mmunozt9"
"2018-02-05 10:24:32";"mhuelam2"
"2018-02-05 10:29:37";"mmunozt9"
"2018-02-05 10:46:45";"mmunozt9"
"2018-02-05 10:51:09";"mmunozt9"
"2018-02-05 10:51:24";"mmunozt9"
"2018-02-05 10:56:36";"mdeisid"
"2018-02-05 11:02:11";"mmunozt9"
"2018-02-05 11:05:29";"mmunozt9"
"2018-02-05 11:10:01";"amolins"
"2018-02-05 11:21:26";"jmfernad"
"2018-02-05 11:31:51";"bigualt1"
"2018-02-05 11:32:59";"mmunozt9"
"2018-02-05 11:37:03";"gizquie5"
"2018-02-05 11:50:24";"ggonza94"
"2018-02-05 12:07:43";"mmunozt9"
"2018-02-05 12:20:15";"mfvicen2"
"2018-02-05 12:24:52";"mmunozt9"
"2018-02-05 12:27:16";"mmunozt9"
"2018-02-05 12:31:54";"mmunozt9"
"2018-02-05 12:42:48";"mrubiol5"
"2018-02-05 12:44:17";"mhuelam2"
"2018-02-05 12:45:17";"mmunozt9"
"2018-02-05 13:02:29";"gizquie5"
"2018-02-05 13:02:39";"92208"
"2018-02-05 13:26:40";"mmunozt9"
"2018-02-05 13:28:34";"amolins"
"2018-02-05 13:40:50";"ggonza94"
"2018-02-05 13:41:25";"ggonza94"
"2018-02-05 13:44:43";"mescudem"
"2018-02-05 13:48:45";"lruizbe"
"2018-02-05 13:48:45";"92395"
"2018-02-05 13:53:26";"mmunozt9"
"2018-02-05 14:00:14";"mmunozt9"
"2018-02-05 14:01:09";"lpinang1"
"2018-02-05 14:02:12";"fsanchi2"
"2018-02-05 14:07:29";"mmunozt9"
"2018-02-05 14:12:26";"mochoac3"
"2018-02-05 14:14:40";"92349"
"2018-02-05 14:16:45";"mmunozt9"
"2018-02-05 14:22:25";"cbanosg3"
"2018-02-05 14:25:55";"bigualt1"
"2018-02-05 14:29:01";"mmateup2"
"2018-02-05 14:34:07";"mescudek"
"2018-02-05 14:37:36";"emunozd4"
"2018-02-05 14:37:48";"abalmag"
"2018-02-05 14:42:02";"amolins"
"2018-02-05 14:55:23";"osolerl1"
"2018-02-05 15:09:32";"mmateup2"
"2018-02-05 15:13:00";"mmunozt9"
"2018-02-05 15:21:47";"92394"
"2018-02-05 15:28:34";"fsanchi2"
"2018-02-05 15:37:33";"mmateup2"
"2018-02-05 15:44:30";"mmunozt9"
"2018-02-05 15:59:47";"rpelege1"
"2018-02-05 16:01:18";"rmunozrb"
"2018-02-05 16:24:56";"mescudek"
"2018-02-05 16:29:36";"mmunozt9"
"2018-02-05 16:31:13";"bcardoz3"
"2018-02-05 16:33:08";"fsanchi2"
"2018-02-05 16:37:27";"mmateup2"
"2018-02-05 17:02:42";"rmunozrb"
"2018-02-05 17:06:01";"mbarriga"
"2018-02-05 17:13:32";"oespino6"
"2018-02-05 17:34:19";"mmunozt9"
"2018-02-05 17:37:50";"92490"
"2018-02-05 17:46:28";"mcabellm"
"2018-02-05 18:02:40";"92394"
"2018-02-05 18:04:38";"mgomezaw"
"2018-02-05 18:13:06";"mescudek"
"2018-02-05 18:35:12";"rpelege1"
"2018-02-05 18:39:26";"mmateup2"
"2018-02-05 18:41:23";"mmunozt9"
"2018-02-05 19:09:43";"mcabellm"
"2018-02-05 19:14:14";"92337"
"2018-02-05 19:25:26";"92395"
"2018-02-05 19:48:52";"mmunozt9"
"2018-02-05 20:06:14";"rmunozrb"
"2018-02-05 20:23:42";"mgcongo1"
"2018-02-05 20:34:19";"92324"
"2018-02-05 20:48:36";"92395"
"2018-02-05 20:53:05";"mmunozt9"
"2018-02-06 07:09:59";"fsanchi2"
"2018-02-06 08:02:11";"rsardin1"
"2018-02-06 08:06:52";"erubiog6"
"2018-02-06 08:07:04";"sarroyo9"
"2018-02-06 08:13:32";"bigualt1"
"2018-02-06 08:17:15";"92210"
"2018-02-06 08:21:41";"mmunozt9"
"2018-02-06 08:24:07";"mrubiol5"
"2018-02-06 08:32:18";"mbarriga"
"2018-02-06 08:32:29";"gsanzso1"
"2018-02-06 08:34:20";"mmunozt9"
"2018-02-06 08:43:03";"amolins"
"2018-02-06 09:08:13";"mmunozt9"
"2018-02-06 09:12:12";"rsardin1"
"2018-02-06 09:13:24";"mmunozt9"
"2018-02-06 09:19:02";"92349"
"2018-02-06 09:20:40";"92201"
"2018-02-06 09:27:10";"gizquie5"
"2018-02-06 10:01:23";"amolins"
"2018-02-06 10:17:02";"mmunozt9"
"2018-02-06 10:19:07";"mibanezr"
"2018-02-06 10:19:52";"rpelege1"
"2018-02-06 10:23:51";"lruizbe"
"2018-02-06 10:44:46";"gizquie5"
"2018-02-06 10:52:06";"mmunozt9"
"2018-02-06 10:54:17";"mmunozt9"
"2018-02-06 11:02:12";"mmunozt9"
"2018-02-06 11:02:57";"92393"
"2018-02-06 11:09:55";"92480"
"2018-02-06 11:10:10";"mrubiol5"
"2018-02-06 11:11:27";"amolins"
"2018-02-06 11:23:42";"mrubiam"
"2018-02-06 11:25:01";"92385"
"2018-02-06 11:32:23";"gsanzso1"
