"Fecha";"Usuario"
"2018-02-15 07:30:47";"cperteg2"
"2018-02-15 07:52:50";"amolins"
"2018-02-15 08:07:10";"sarroyo9"
"2018-02-15 08:09:15";"mmunozt9"
"2018-02-15 08:19:34";"gizquie5"
"2018-02-15 08:29:56";"92210"
"2018-02-15 08:31:36";"92392"
"2018-02-15 08:38:06";"mmunozt9"
"2018-02-15 09:05:21";"erubiog6"
"2018-02-15 09:13:21";"cperteg2"
"2018-02-15 09:22:47";"92398"
"2018-02-15 09:24:55";"gizquie5"
"2018-02-15 09:27:07";"mmunozt9"
"2018-02-15 09:27:24";"dmurillb"
"2018-02-15 09:30:44";"mmunozt9"
"2018-02-15 09:54:37";"oespino6"
"2018-02-15 10:25:30";"fsanchi2"
"2018-02-15 10:26:04";"mmunozt9"
"2018-02-15 10:53:31";"gizquie5"
"2018-02-15 11:05:01";"amolins"
"2018-02-15 11:32:06";"mmunozt9"
"2018-02-15 11:41:02";"fsanchi2"
"2018-02-15 11:51:58";"mmunozt9"
"2018-02-15 11:52:51";"oespino6"
"2018-02-15 12:00:10";"92385"
"2018-02-15 12:01:31";"gizquie5"
"2018-02-15 12:10:51";"rsardin1"
"2018-02-15 12:13:42";"amolins"
"2018-02-15 13:06:46";"mhuelam2"
"2018-02-15 13:07:04";"ggonza94"
"2018-02-15 13:07:09";"gizquie5"
"2018-02-15 13:16:43";"ajherna2"
"2018-02-15 13:44:51";"mdeisid"
"2018-02-15 13:53:40";"jruizmas"
"2018-02-15 14:13:52";"mmunozt9"
"2018-02-15 14:15:29";"92337"
"2018-02-15 14:19:35";"mmunozt9"
"2018-02-15 14:26:37";"cbanosg3"
"2018-02-15 14:27:09";"fsanchi2"
"2018-02-15 14:32:41";"mescudek"
"2018-02-15 15:02:38";"mmunozt9"
"2018-02-15 15:11:23";"mmunozt9"
"2018-02-15 15:15:18";"92394"
"2018-02-15 15:16:51";"nperdom5"
"2018-02-15 15:19:56";"92337"
"2018-02-15 15:20:13";"mmateup2"
"2018-02-15 15:33:46";"jruizmas"
"2018-02-15 15:41:08";"mnortes1"
"2018-02-15 16:01:59";"92496"
"2018-02-15 16:21:39";"cbanosg3"
"2018-02-15 16:40:25";"mmunozt9"
"2018-02-15 16:56:06";"92337"
"2018-02-15 17:00:48";"admin"
"2018-02-15 17:02:14";"jruizmas"
"2018-02-15 17:34:03";"rmadrida"
"2018-02-15 17:57:04";"mgomezaw"
"2018-02-15 18:17:11";"rmunozrb"
"2018-02-15 18:17:41";"mcabellm"
"2018-02-15 18:23:55";"mmunozt9"
"2018-02-15 18:33:53";"mmunozt9"
"2018-02-15 18:40:20";"92496"
"2018-02-15 18:40:22";"92337"
"2018-02-15 18:40:40";"mnortes1"
"2018-02-15 18:40:41";"92496"
"2018-02-15 18:44:35";"mmateup2"
"2018-02-15 18:50:29";"92201"
"2018-02-15 19:08:59";"mgcongo1"
"2018-02-15 19:11:29";"nperdom5"
"2018-02-15 19:13:13";"92324"
"2018-02-15 19:37:54";"rmunozrb"
"2018-02-15 19:41:16";"cbanosg3"
"2018-02-15 19:49:25";"92337"
"2018-02-15 19:52:56";"mgcampo7"
"2018-02-15 20:00:49";"mgomezaw"
"2018-02-15 20:36:11";"mnortes1"
"2018-02-15 20:48:16";"rmunozrb"
"2018-02-15 20:57:54";"92337"
"2018-02-16 07:01:08";"jmfernad"
"2018-02-16 07:18:19";"cperteg2"
"2018-02-16 07:32:39";"fsanchi2"
"2018-02-16 07:55:28";"ajherna2"
"2018-02-16 07:56:37";"jsanc116"
"2018-02-16 08:01:53";"mmunozt9"
"2018-02-16 08:03:12";"92393"
"2018-02-16 08:08:15";"amolins"
"2018-02-16 08:08:53";"sarroyo9"
"2018-02-16 08:11:13";"bigualt1"
"2018-02-16 08:12:16";"mfvicen2"
"2018-02-16 08:22:51";"ajherna2"
"2018-02-16 08:33:23";"mmunozt9"
"2018-02-16 09:26:20";"92392"
"2018-02-16 09:29:35";"amolins"
"2018-02-16 09:41:22";"mfvicen2"
"2018-02-16 09:49:47";"mmunozt9"
"2018-02-16 09:50:52";"92496"
"2018-02-16 09:51:05";"rsardin1"
"2018-02-16 10:12:26";"oespino6"
"2018-02-16 10:17:08";"emunozd4"
"2018-02-16 10:25:43";"fsanchi2"
"2018-02-16 10:41:08";"mmunozt9"
"2018-02-16 10:43:29";"amolins"
"2018-02-16 10:46:19";"ajherna2"
"2018-02-16 11:14:59";"mmunozt9"
"2018-02-16 11:19:13";"ggonza94"
"2018-02-16 11:21:41";"mmunozt9"
"2018-02-16 11:33:07";"rsardin1"
"2018-02-16 11:36:42";"92210"
"2018-02-16 11:50:36";"fsanchi2"
"2018-02-16 12:03:56";"amolins"
"2018-02-16 12:27:39";"mmunozt9"
"2018-02-16 12:33:35";"mmunozt9"
"2018-02-16 13:08:29";"bigualt1"
"2018-02-16 13:11:42";"amolins"
"2018-02-16 13:20:28";"mgomezaw"
"2018-02-16 13:27:02";"mgcampo7"
"2018-02-16 13:34:38";"houladh"
"2018-02-16 13:39:46";"mmunozt9"
"2018-02-16 13:44:50";"cperteg2"
"2018-02-16 13:54:20";"mbarriga"
"2018-02-16 14:00:22";"oespino6"
"2018-02-16 14:05:58";"92496"
"2018-02-16 14:06:10";"mochoac3"
"2018-02-16 14:06:30";"sarroyo9"
"2018-02-16 14:14:32";"mgomezaw"
"2018-02-16 14:17:59";"mmunozt9"
"2018-02-16 14:28:36";"bigualt1"
"2018-02-16 14:35:15";"mescudek"
"2018-02-16 15:12:52";"92337"
"2018-02-16 15:14:17";"92394"
"2018-02-16 15:17:06";"mgomezaw"
"2018-02-16 15:21:48";"92246"
"2018-02-16 15:33:34";"92496"
"2018-02-16 15:34:32";"mmunozt9"
"2018-02-16 15:36:39";"oespino6"
"2018-02-16 15:40:23";"jruizmas"
