"Fecha";"Usuario"
"2017-09-06 10:26:42";"ealvar99"
"2017-09-06 10:37:02";"ealvar99"
"2017-09-08 12:26:04";"rarcosg1"
"2017-09-09 08:39:55";"admin"
"2017-09-09 08:41:23";"admin"
"2017-09-11 07:15:01";"admin"
"2017-09-11 07:54:20";"alopezla"
"2017-09-11 07:57:06";"alopezla"
"2017-09-11 09:32:48";"ealvar99"
"2017-09-11 09:39:30";"rarcosg1"
"2017-09-11 10:15:52";"ealvar99"
"2017-09-11 11:23:03";"ealvar99"
"2017-09-11 11:43:42";"ealvar99"
"2017-09-11 11:58:00";"ealvar99"
"2017-09-11 13:32:04";"ealvar99"
"2017-09-12 07:01:55";"ealvar99"
"2017-09-12 07:04:23";"ealvar99"
"2017-09-12 07:09:29";"ealvar99"
"2017-09-12 07:09:45";"ealvar99"
"2017-09-12 07:13:20";"ealvar99"
"2017-09-12 07:14:37";"ealvar99"
"2017-09-12 08:34:49";"ealvar99"
"2017-09-12 09:13:53";"ealvar99"
"2017-09-12 09:35:27";"ealvar99"
"2017-09-12 10:06:27";"ealvar99"
"2017-09-12 11:12:34";"ealvar99"
"2017-09-12 11:39:52";"ealvar99"
"2017-09-12 15:16:28";"ealvar99"
"2017-09-12 15:44:40";"ealvar99"
"2017-09-12 15:49:30";"ealvar99"
"2017-09-12 15:50:54";"ealvar99"
"2017-09-12 16:39:56";"ealvar99"
"2017-09-12 19:39:14";"ealvar99"
"2017-09-13 06:58:25";"ealvar99"
"2017-09-13 07:06:04";"ealvar99"
"2017-09-13 07:07:40";"ealvar99"
"2017-09-13 07:07:54";"ealvar99"
"2017-09-13 07:09:10";"ealvar99"
"2017-09-13 07:10:14";"ealvar99"
"2017-09-13 07:12:36";"ealvar99"
"2017-09-13 07:13:46";"ealvar99"
"2017-09-13 07:28:34";"ealvar99"
"2017-09-13 07:46:32";"ealvar99"
"2017-09-13 09:00:45";"ealvar99"
"2017-09-13 09:04:13";"ealvar99"
"2017-09-13 09:14:20";"ealvar99"
"2017-09-13 10:27:16";"ealvar99"
"2017-09-13 10:27:20";"ealvar99"
"2017-09-13 11:33:45";"ealvar99"
"2017-09-13 13:06:26";"ealvar99"
"2017-09-14 03:36:29";"admin"
